observation,variable,population,observed_value,se,scale,weight,source,role,epistemic_status,notes
flower_size_abs,flower_size,Oshima,,,,0.8,AmanoInoue1986,excluded_from_ABC,pending_pdf_check,Exact corolla-size value pending primary-PDF transcription; do not use in acceptance until numeric value and uncertainty are source-confirmed.
flower_size_abs,flower_size,Hachijo,,,,0.8,AmanoInoue1986,excluded_from_ABC,pending_pdf_check,Exact corolla-size value pending primary-PDF transcription; do not use in acceptance until numeric value and uncertainty are source-confirmed.
selfing_rate_abs,selfing_rate,Oshima,,,,1.0,Inoue1990,excluded_from_ABC,pending_pdf_check,Exact selfing/outcrossing estimate pending primary-PDF transcription; current canonical y_obs remains the directional selfing_distance gradient.
selfing_rate_abs,selfing_rate,Hachijo,,,,1.0,Inoue1990,excluded_from_ABC,pending_pdf_check,Exact selfing/outcrossing estimate pending primary-PDF transcription; current canonical y_obs remains the directional selfing_distance gradient.
outcrossing_rate_abs,outcrossing_rate,Oshima,,,,1.0,Inoue1990,excluded_from_ABC,pending_pdf_check,Exact outcrossing-rate estimate pending primary-PDF transcription; use only after value and uncertainty are confirmed.
outcrossing_rate_abs,outcrossing_rate,Hachijo,,,,1.0,Inoue1990,excluded_from_ABC,pending_pdf_check,Exact outcrossing-rate estimate pending primary-PDF transcription; use only after value and uncertainty are confirmed.
guide_area_abs,nectar_guide,Oshima,,,,1.0,future_field_validation,future_observation,pending_field_validation,Planned guide-area/intensity measurement; NOV candidate only, not current y_obs.
guide_area_abs,nectar_guide,Hachijo,,,,1.0,future_field_validation,future_observation,pending_field_validation,Planned guide-area/intensity measurement; NOV candidate only, not current y_obs.
herkogamy_abs,herkogamy,Oshima,,,,0.8,future_field_validation,future_observation,pending_field_validation,Direct delayed-selfing/herkogamy geometry measurement; NOV candidate only, not current y_obs.
herkogamy_abs,herkogamy,Hachijo,,,,0.8,future_field_validation,future_observation,pending_field_validation,Direct delayed-selfing/herkogamy geometry measurement; NOV candidate only, not current y_obs.
Fis_abs,Fis,Oshima,,,,0.8,future_independent_genetic_validation,future_observation,pending_independent_genetic_validation,Independent genetic Fis estimate; not current y_obs because simulator Fis_proxy partly derives from selfing.
Fis_abs,Fis,Hachijo,,,,0.8,future_independent_genetic_validation,future_observation,pending_independent_genetic_validation,Independent genetic Fis estimate; not current y_obs because simulator Fis_proxy partly derives from selfing.
He_abs,neutral_diversity,Oshima,,,,0.8,future_independent_genetic_validation,future_observation,pending_independent_genetic_validation,Independent neutral diversity estimate; NOV candidate only until measured.
He_abs,neutral_diversity,Hachijo,,,,0.8,future_independent_genetic_validation,future_observation,pending_independent_genetic_validation,Independent neutral diversity estimate; NOV candidate only until measured.
bagging_seed_set_abs,selfing_rate,Oshima,,,,1.0,future_field_validation,future_observation,pending_field_validation,Bagging/autonomous selfing seed set; NOV candidate for reproductive assurance.
bagging_seed_set_abs,selfing_rate,Hachijo,,,,1.0,future_field_validation,future_observation,pending_field_validation,Bagging/autonomous selfing seed set; NOV candidate for reproductive assurance.
natural_seed_set_abs,outcrossing_opportunity,Oshima,,,,0.8,future_field_validation,future_observation,pending_field_validation,Natural seed set; NOV candidate only until measured and source-confirmed.
natural_seed_set_abs,outcrossing_opportunity,Hachijo,,,,0.8,future_field_validation,future_observation,pending_field_validation,Natural seed set; NOV candidate only until measured and source-confirmed.
pollinator_visitation_rate_abs,primary_pollinator_frequency,Oshima,,,,0.7,future_field_validation,future_observation,pending_field_validation,Modern visitation/census value; may update x_obs or become y_obs only after measurement and question-specific provenance review.
pollinator_visitation_rate_abs,primary_pollinator_frequency,Hachijo,,,,0.7,future_field_validation,future_observation,pending_field_validation,Modern visitation/census value; may update x_obs or become y_obs only after measurement and question-specific provenance review.
